vehicle_id,lane,frame,timestamp_sec
8170,1,8204,273.47
8174,1,8205,273.50
8183,2,8212,273.73
8187,2,8215,273.83
8199,2,8224,274.13
8203,1,8225,274.17
8238,2,8250,275.00
8250,1,8258,275.27
8174,2,8265,275.50
8264,1,8276,275.87
8274,1,8287,276.23
8278,1,8289,276.30
8288,2,8310,277.00
8294,2,8317,277.23
8274,2,8318,277.27
8295,1,8321,277.37
8295,2,8348,278.27
8335,1,8351,278.37
8336,1,8351,278.37
8337,1,8353,278.43
8342,1,8363,278.77
8345,1,8364,278.80
8351,1,8368,278.93
8355,1,8371,279.03
8359,1,8373,279.10
8360,2,8375,279.17
8380,2,8387,279.57
8384,1,8389,279.63
8386,2,8389,279.63
8394,1,8399,279.97
8396,2,8401,280.03
8397,2,8401,280.03
8337,2,8405,280.17
8413,2,8425,280.83
8416,1,8427,280.90
8423,2,8434,281.13
8429,1,8442,281.40
8459,2,8466,282.20
8465,1,8471,282.37
8474,1,8476,282.53
8480,2,8481,282.70
8482,2,8482,282.73
8522,1,8496,283.20
8523,1,8496,283.20
8540,2,8502,283.40
8459,1,8508,283.60
8568,1,8522,284.07
8573,1,8524,284.13
8580,1,8528,284.27
8582,1,8533,284.43
8588,2,8537,284.57
8568,2,8538,284.60
8592,1,8541,284.70
8608,1,8562,285.40
8573,2,8566,285.53
8630,2,8581,286.03
8637,2,8604,286.80
8660,1,8641,288.03
8665,1,8645,288.17
8692,1,8665,288.83
8697,1,8668,288.93
8702,2,8674,289.13
8715,2,8685,289.50
8719,1,8689,289.63
8697,2,8698,289.93
8728,2,8708,290.27
8660,2,8713,290.43
8742,1,8726,290.87
8748,1,8743,291.43
8752,3,8752,291.73
8768,1,8787,292.90
8772,1,8792,293.07
8777,1,8796,293.20
8790,1,8808,293.60
8802,2,8817,293.90
8804,1,8818,293.93
8816,1,8827,294.23
8828,2,8838,294.60
8832,1,8843,294.77
8843,2,8856,295.20
8847,1,8862,295.40
8848,1,8867,295.57
8854,1,8873,295.77
8876,1,8899,296.63
8847,2,8914,297.13
8893,1,8919,297.30
8901,2,8930,297.67
8925,1,8955,298.50
8927,2,8957,298.57
8930,1,8962,298.73
8939,1,8972,299.07
8940,1,8974,299.13
8965,2,9005,300.17
8973,2,9013,300.43
8940,2,9016,300.53
8985,1,9020,300.67
8996,1,9028,300.93
9000,2,9030,301.00
9007,1,9036,301.20
9014,3,9041,301.37
9022,1,9046,301.53
9049,2,9063,302.10
9052,2,9066,302.20
9055,1,9066,302.20
9058,2,9068,302.27
9061,2,9069,302.30
9064,1,9077,302.57
9074,2,9083,302.77
9049,1,9098,303.27
9086,1,9101,303.37
9090,1,9104,303.47
9092,1,9107,303.57
9100,2,9117,303.90
9103,2,9125,304.17
9106,1,9130,304.33
9124,1,9156,305.20
9064,2,9158,305.27
9126,3,9158,305.27
9129,1,9160,305.33
9131,2,9161,305.37
9133,1,9163,305.43
9135,1,9163,305.43
9141,1,9170,305.67
9144,2,9174,305.80
9155,2,9183,306.10
